"","OBJECTID","TAG","LU_NSWCode","LU_NSWMajo","LU_NSWDeta","LU_SCALDCo","LU_ALUM4Co","LU_ALUM5Co","LU_ALUM6Co","LU_ALUMMaj","LU_ALUMDet","Source","SourceScal","SourceDate","Reliabilit","LU_Mapping","Shape_Leng","Shape_Area","LU_ALUM7Co","LandUse"
"816",33685,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-09-13,0.02860417364,3.47977e-05,"3.3.0",6
"817",152759,"4L","4L","Grazing","Volunteer, naturalised, native or improved pastures, with previous evidence of cultivation","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.0141820103,1.047207e-05,"3.2.1",57
"818",152760,"4L","4L","Grazing","Volunteer, naturalised, native or improved pastures, with previous evidence of cultivation","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-05-11,3,NA,0.03922257653,6.788154e-05,"3.2.1",57
"819",48059,"132","132","River & Drainage System","Irrigation dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.0178183494,1.354155e-05,"6.2.0",28
"820",152762,"4L","4L","Grazing","Volunteer, naturalised, native or improved pastures, with previous evidence of cultivation","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.03176079258,5.679248e-05,"3.2.1",57
"821",152763,"4L","4L","Grazing","Volunteer, naturalised, native or improved pastures, with previous evidence of cultivation","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.02334780038,2.709928e-05,"3.2.1",57
"822",48061,"132","132","River & Drainage System","Irrigation dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.01489415,1.375634e-05,"6.2.0",28
"823",152764,"4L","4L","Grazing","Volunteer, naturalised, native or improved pastures, with previous evidence of cultivation","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.01896550393,2.034973e-05,"3.2.1",57
"824",58327,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.13563171099,0.00021428523,"2.1.0",22
"825",152765,"4L","4L","Grazing","Volunteer, naturalised, native or improved pastures, with previous evidence of cultivation","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.06467924621,0.00011875475,"3.2.1",57
"826",152766,"4L","4L","Grazing","Volunteer, naturalised, native or improved pastures, with previous evidence of cultivation","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.03413444409,4.138091e-05,"3.2.1",57
"827",152767,"4L","4L","Grazing","Volunteer, naturalised, native or improved pastures, with previous evidence of cultivation","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.05801685574,0.00010037543,"3.2.1",57
"828",33694,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-09-13,0.15866450024,0.00040750897,"3.3.0",6
"829",152769,"4L","4L","Grazing","Volunteer, naturalised, native or improved pastures, with previous evidence of cultivation","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.07711611423,0.00036583072,"3.2.1",57
"830",152770,"4L","4L","Grazing","Volunteer, naturalised, native or improved pastures, with previous evidence of cultivation","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.05340467316,0.00016442293,"3.2.1",57
"831",370401,"4R","4R","Grazing","Volunteer, naturalised, native or improved pastures - with more than 30% of ground area having regeneration of native tree species","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:25,000",2001-11-01,3,NA,0.05530061362,7.472866e-05,"3.2.1",56
"832",364242,"4R","4R","Grazing","Volunteer, naturalised, native or improved pastures - with more than 30% of ground area having regeneration of native tree species","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:25,000",2001-11-01,3,NA,0.01895928793,1.881626e-05,"3.2.1",56
"833",152773,"4L","4L","Grazing","Volunteer, naturalised, native or improved pastures, with previous evidence of cultivation","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.04934308606,7.416811e-05,"3.2.1",57
"834",152774,"4L","4L","Grazing","Volunteer, naturalised, native or improved pastures, with previous evidence of cultivation","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.03024399092,4.754097e-05,"3.2.1",57
"835",58337,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-05-11,3,NA,0.01242443956,7.28592e-06,"2.1.0",22
"836",152775,"4L","4L","Grazing","Volunteer, naturalised, native or improved pastures, with previous evidence of cultivation","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.21740859552,0.00084797489,"3.2.1",57
"837",152777,"4L","4L","Grazing","Volunteer, naturalised, native or improved pastures, with previous evidence of cultivation","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.0216905185,2.729992e-05,"3.2.1",57
"838",152779,"4L","4L","Grazing","Volunteer, naturalised, native or improved pastures, with previous evidence of cultivation","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.05977796531,0.00017240376,"3.2.1",57
"839",58342,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.13304431896,0.00017821367,"2.1.0",22
"840",152780,"4L","4L","Grazing","Volunteer, naturalised, native or improved pastures, with previous evidence of cultivation","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.0969495407,0.00041196068,"3.2.1",57
"841",364250,"4R","4R","Grazing","Volunteer, naturalised, native or improved pastures - with more than 30% of ground area having regeneration of native tree species","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:25,000",2001-11-01,3,NA,0.19317017886,0.00021110581,"3.2.1",56
"842",370410,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","air photo","1:25,000",2001-11-01,3,NA,0.02114846066,2.029707e-05,"3.3.0",6
"843",152781,"4L","4L","Grazing","Volunteer, naturalised, native or improved pastures, with previous evidence of cultivation","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.01471255482,1.214577e-05,"3.2.1",57
"844",87088,"18","18","Urban","Rural residential","h7e","5.4.2","5.4.2","5.4.2","Residential and farm infrastructure","Rural residential with agriculture","air photo","1:50,000",2003-07-29,3,2004-10-18,0.02339646506,3.306377e-05,"5.4.2",45
"845",152784,"4L","4L","Grazing","Volunteer, naturalised, native or improved pastures, with previous evidence of cultivation","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.04184762261,6.440872e-05,"3.2.1",57
"846",87089,"18","18","Urban","Rural residential","h7e","5.4.2","5.4.2","5.4.2","Residential and farm infrastructure","Rural residential with agriculture","air photo","1:50,000",2003-05-11,3,NA,0.0146496642,1.080462e-05,"5.4.2",45
"847",152785,"4L","4L","Grazing","Volunteer, naturalised, native or improved pastures, with previous evidence of cultivation","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:25,000",2001-11-01,3,NA,0.0193106157,1.576668e-05,"3.2.1",57
"848",152787,"4L","4L","Grazing","Volunteer, naturalised, native or improved pastures, with previous evidence of cultivation","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.11164073602,0.00018377277,"3.2.1",57
"849",152788,"4L","4L","Grazing","Volunteer, naturalised, native or improved pastures, with previous evidence of cultivation","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.03119648555,1.4577e-05,"3.2.1",57
"850",58351,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-05-11,3,NA,0.31796911694,0.00055977024,"2.1.0",22
"851",87094,"18","18","Urban","Rural residential","h7e","5.4.2","5.4.2","5.4.2","Residential and farm infrastructure","Rural residential with agriculture","air photo","1:50,000",2003-05-11,3,NA,0.0188936277,1.713119e-05,"5.4.2",45
"852",58352,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.02283743751,2.218227e-05,"2.1.0",22
"853",48087,"132","132","River & Drainage System","Irrigation dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.04592777051,0.0001220716,"6.2.0",28
"854",152790,"4L","4L","Grazing","Volunteer, naturalised, native or improved pastures, with previous evidence of cultivation","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.37151061625,0.0021246118,"3.2.1",57
"855",87095,"18","18","Urban","Rural residential","h7e","5.4.2","5.4.2","5.4.2","Residential and farm infrastructure","Rural residential with agriculture","air photo","1:50,000",2003-07-29,3,2004-10-18,0.01177487579,7.32399e-06,"5.4.2",45
"856",58355,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.06418269563,6.80951e-05,"2.1.0",22
"857",152793,"4L","4L","Grazing","Volunteer, naturalised, native or improved pastures, with previous evidence of cultivation","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.01063386149,4.44982e-06,"3.2.1",57
"858",152794,"4L","4L","Grazing","Volunteer, naturalised, native or improved pastures, with previous evidence of cultivation","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.0191109593,2.166319e-05,"3.2.1",57
"859",152796,"4L","4L","Grazing","Volunteer, naturalised, native or improved pastures, with previous evidence of cultivation","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.08947945701,0.00021178897,"3.2.1",57
"860",152798,"4L","4L","Grazing","Volunteer, naturalised, native or improved pastures, with previous evidence of cultivation","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-05-11,3,NA,0.05852026363,0.00015460092,"3.2.1",57
"861",366323,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:25,000",2001-11-01,3,NA,0.10467136373,0.00013833178,"3.2.1",53
"862",33727,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-09-13,0.43107792816,0.00471752438,"3.3.0",6
"863",152801,"4L","4L","Grazing","Volunteer, naturalised, native or improved pastures, with previous evidence of cultivation","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2001-08-15,3,2004-09-13,0.0263922246,4.20906e-05,"3.2.1",57
"864",364273,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:25,000",2001-11-01,3,NA,0.0389966517,3.103789e-05,"3.2.1",53
"865",364277,"9","9","Tree & Shrub Cover","Native forest","g6a","1.3.3","1.3.3","1.3.3","Other minimal use","Residual native cover","air photo","1:25,000",2001-11-01,3,NA,0.01836495241,8.10774e-06,"1.3.3",35
"866",366333,"4R","4R","Grazing","Volunteer, naturalised, native or improved pastures - with more than 30% of ground area having regeneration of native tree species","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:25,000",2001-11-01,3,NA,0.02067476661,2.262596e-05,"3.2.1",56
"867",109698,"19","19","Transport & Other Corridors","Road or road reserve","j9c","5.7.2","5.7.2","5.7.2","Transport and communication","Roads","air photo","1:50,000",2003-07-29,3,2004-10-18,0.67143181355,6.253775e-05,"5.7.2",44
"868",362229,"109","109","Special Category","Cliff/rock outcrop","j9m","1.3.0","1.3.0","1.3.0","Other minimal use","Other minimal use","air photo","1:25,000",2001-11-01,3,NA,0.00850378934,3.62792e-06,"1.3.0",2
"869",48111,"132","132","River & Drainage System","Irrigation dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-05-11,3,NA,0.02453529429,3.372198e-05,"6.2.0",28
"870",48113,"132","132","River & Drainage System","Irrigation dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.0566985444,0.00018412703,"6.2.0",28
"871",109704,"19","19","Transport & Other Corridors","Road or road reserve","j9c","5.7.2","5.7.2","5.7.2","Transport and communication","Roads","air photo","1:50,000",2003-07-29,3,2004-10-18,0.11836457547,1.19598e-05,"5.7.2",44
"872",109706,"19","19","Transport & Other Corridors","Road or road reserve","j9c","5.7.2","5.7.2","5.7.2","Transport and communication","Roads","air photo","1:50,000",2003-05-11,3,NA,6.15445492892,0.00086414912,"5.7.2",44
"873",58381,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-05-11,3,NA,0.0470308393,5.349376e-05,"2.1.0",22
"874",366344,"117f","117F","Conservation Area","Wide road reserve or TSR, heavily timbered but with some grazing","j9c","1.3.2","1.3.2","1.3.2","Other minimal use","Stock route","air photo","1:25,000",2001-11-01,3,NA,0.06874560805,2.330679e-05,"1.3.2",59
"875",48119,"132","132","River & Drainage System","Irrigation dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","SPOT imagery","1:50,000",2004-11-25,4,2006-09-28,0.02077149238,2.598612e-05,"6.2.0",28
"876",109710,"19","19","Transport & Other Corridors","Road or road reserve","j9c","5.7.2","5.7.2","5.7.2","Transport and communication","Roads","air photo","1:50,000",2003-05-11,3,NA,0.10788724176,1.011817e-05,"5.7.2",44
"877",366346,"109","109","Special Category","Cliff/rock outcrop","j9m","1.3.0","1.3.0","1.3.0","Other minimal use","Other minimal use","air photo","1:25,000",2001-11-01,3,NA,0.016345788,9.13822e-06,"1.3.0",2
"878",370457,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:25,000",2001-11-01,3,NA,0.03131730713,1.862967e-05,"3.2.1",53
"879",33757,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-09-13,0.46681632475,0.00327305076,"3.3.0",6
"880",109719,"19","19","Transport & Other Corridors","Road or road reserve","j9c","5.7.2","5.7.2","5.7.2","Transport and communication","Roads","air photo","1:50,000",2003-07-29,3,2004-10-18,0.06609300788,1.616976e-05,"5.7.2",44
"881",109720,"19","19","Transport & Other Corridors","Road or road reserve","j9c","5.7.2","5.7.2","5.7.2","Transport and communication","Roads","air photo","1:50,000",2003-07-29,3,2004-10-18,1.07994631444,0.0001363727,"5.7.2",44
"882",109721,"19","19","Transport & Other Corridors","Road or road reserve","j9c","5.7.2","5.7.2","5.7.2","Transport and communication","Roads","air photo","1:50,000",2003-05-11,3,NA,0.07206392531,6.90909e-06,"5.7.2",44
"883",58396,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.26981920272,0.00075022426,"2.1.0",22
"884",372518,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:25,000",2001-11-01,3,NA,0.03118668493,3.782228e-05,"3.2.1",53
"885",364307,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","air photo","1:25,000",2001-11-01,3,NA,0.00816206796,4.32269e-06,"3.3.0",6
"886",109726,"19","19","Transport & Other Corridors","Road or road reserve","j9c","5.7.2","5.7.2","5.7.2","Transport and communication","Roads","air photo","1:50,000",2003-07-29,3,2004-10-18,0.24968533485,4.179231e-05,"5.7.2",44
"887",109729,"19","19","Transport & Other Corridors","Road or road reserve","j9c","5.7.2","5.7.2","5.7.2","Transport and communication","Roads","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00840913064,1.2189e-06,"5.7.2",44
"888",368425,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","air photo","1:25,000",2001-11-01,3,NA,0.01005118821,5.09812e-06,"3.3.0",6
"889",58411,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-05-11,3,NA,0.01306592748,6.93219e-06,"2.1.0",22
"890",33778,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-09-13,0.28490135322,0.0023982948,"3.3.0",6
"891",58417,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-05-11,3,NA,0.06020283597,5.233836e-05,"2.1.0",22
"892",58418,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.08692335461,9.686491e-05,"2.1.0",22
"893",109745,"19","19","Transport & Other Corridors","Road or road reserve","j9c","5.7.2","5.7.2","5.7.2","Transport and communication","Roads","air photo","1:50,000",2003-07-29,3,2004-10-18,0.70041329148,0.00012091464,"5.7.2",44
"894",58421,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-05-11,3,NA,0.01212887356,5.13613e-06,"2.1.0",22
"895",109748,"19","19","Transport & Other Corridors","Road or road reserve","j9c","5.7.2","5.7.2","5.7.2","Transport and communication","Roads","air photo","1:50,000",2003-07-29,3,2004-10-18,0.28264918097,2.847391e-05,"5.7.2",44
"896",58423,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-05-11,3,NA,0.03233685197,2.765439e-05,"2.1.0",22
"897",83062,"17","17","Urban","Residential","h7b","5.4.1","5.4.1","5.4.1","Residential and farm infrastructure","Urban residential","air photo","1:50,000",2003-05-11,3,NA,0.1014346366,0.00014068251,"5.4.1",42
"898",58428,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.04541998036,2.863228e-05,"2.1.0",22
"899",364336,"109","109","Special Category","Cliff/rock outcrop","j9m","1.3.0","1.3.0","1.3.0","Other minimal use","Other minimal use","air photo","1:25,000",2001-11-01,3,NA,0.0103880166,3.3475e-06,"1.3.0",2
"900",109756,"19","19","Transport & Other Corridors","Road or road reserve","j9c","5.7.2","5.7.2","5.7.2","Transport and communication","Roads","air photo","1:50,000",2003-07-29,3,2004-10-18,0.12321244479,2.855435e-05,"5.7.2",44
"901",109757,"19","19","Transport & Other Corridors","Road or road reserve","j9c","5.7.2","5.7.2","5.7.2","Transport and communication","Roads","air photo","1:50,000",2003-07-29,3,2004-10-18,0.06171148126,1.648159e-05,"5.7.2",44
"902",58435,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.02261028351,2.020663e-05,"2.1.0",22
"903",33804,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-09-13,1.19413913303,0.00350211227,"3.3.0",6
"904",58441,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-05-11,3,NA,0.04805200675,4.195499e-05,"2.1.0",22
"905",109768,"19","19","Transport & Other Corridors","Road or road reserve","j9c","5.7.2","5.7.2","5.7.2","Transport and communication","Roads","air photo","1:50,000",2003-07-29,3,2004-10-18,0.51819529099,8.292864e-05,"5.7.2",44
"906",58443,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.05341142263,5.751606e-05,"2.1.0",22
"907",109769,"19","19","Transport & Other Corridors","Road or road reserve","j9c","5.7.2","5.7.2","5.7.2","Transport and communication","Roads","air photo","1:50,000",2003-07-29,3,2004-10-18,0.07214284659,1.566798e-05,"5.7.2",44
"908",109770,"19","19","Transport & Other Corridors","Road or road reserve","j9c","5.7.2","5.7.2","5.7.2","Transport and communication","Roads","air photo","1:50,000",2003-07-29,3,2004-10-18,0.09436187505,1.52937e-05,"5.7.2",44
"909",109774,"19","19","Transport & Other Corridors","Road or road reserve","j9c","5.7.2","5.7.2","5.7.2","Transport and communication","Roads","air photo","1:50,000",2003-07-29,3,2004-10-18,1.79709742673,0.00025805162,"5.7.2",44
"910",368466,"109","109","Special Category","Cliff/rock outcrop","j9m","1.3.0","1.3.0","1.3.0","Other minimal use","Other minimal use","air photo","1:25,000",2001-11-01,3,NA,0.01415154899,7.06685e-06,"1.3.0",2
"911",362307,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:25,000",2001-11-01,3,NA,0.09215595373,6.035797e-05,"3.2.1",53
"912",42032,"119","119","Conservation Area","Constructed grass waterway for water disposal.  Part of a soil erosion control system carrying run-off from graded banks","j..","1.3.4","1.3.4","1.3.4","Other minimal use","Rehabilitation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.04924900304,1.718998e-05,"1.3.4",3
"913",58457,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.05981970269,4.819379e-05,"2.1.0",22
"914",42033,"119","119","Conservation Area","Constructed grass waterway for water disposal.  Part of a soil erosion control system carrying run-off from graded banks","j..","1.3.4","1.3.4","1.3.4","Other minimal use","Rehabilitation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.05565411647,2.333959e-05,"1.3.4",3
"915",42034,"119","119","Conservation Area","Constructed grass waterway for water disposal.  Part of a soil erosion control system carrying run-off from graded banks","j..","1.3.4","1.3.4","1.3.4","Other minimal use","Rehabilitation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.0882781082,2.296723e-05,"1.3.4",3
"916",42035,"119","119","Conservation Area","Constructed grass waterway for water disposal.  Part of a soil erosion control system carrying run-off from graded banks","j..","1.3.4","1.3.4","1.3.4","Other minimal use","Rehabilitation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.02815408335,1.254371e-05,"1.3.4",3
"917",42036,"119","119","Conservation Area","Constructed grass waterway for water disposal.  Part of a soil erosion control system carrying run-off from graded banks","j..","1.3.4","1.3.4","1.3.4","Other minimal use","Rehabilitation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.07163971951,3.268988e-05,"1.3.4",3
"918",58461,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-05-11,3,NA,0.12087622818,0.00012954573,"2.1.0",22
"919",42037,"119","119","Conservation Area","Constructed grass waterway for water disposal.  Part of a soil erosion control system carrying run-off from graded banks","j..","1.3.4","1.3.4","1.3.4","Other minimal use","Rehabilitation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.01246213783,3.21069e-06,"1.3.4",3
"920",109787,"19","19","Transport & Other Corridors","Road or road reserve","j9c","5.7.2","5.7.2","5.7.2","Transport and communication","Roads","air photo","1:50,000",2001-08-15,3,2006-09-28,8.75907355048,0.00174525985,"5.7.2",44
"921",42038,"119","119","Conservation Area","Constructed grass waterway for water disposal.  Part of a soil erosion control system carrying run-off from graded banks","j..","1.3.4","1.3.4","1.3.4","Other minimal use","Rehabilitation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.05949798429,1.617293e-05,"1.3.4",3
